iter	MultiClass
115	0.08240878877
116	0.08192667425
117	0.081082743
118	0.0802528253
119	0.07957987449
120	0.07913823853
121	0.07851608368
122	0.07791257322
123	0.07722446901
124	0.07650138504
125	0.07601507
126	0.07572190254
127	0.0750618645
128	0.07461983832
129	0.07424616748
130	0.07376726872
131	0.07310491551
132	0.07258604224
133	0.07208610283
134	0.07174985856
135	0.07120744927
136	0.07081851928
137	0.07041056709
138	0.06978345081
139	0.0692382729
140	0.06870141147
141	0.06816696093
142	0.06783078643
143	0.06734926505
144	0.0669568738
145	0.06665735552
146	0.06647926312
147	0.06597689021
148	0.06562779525
149	0.06530497514
150	0.06502191284
151	0.06467918488
152	0.06435229424
153	0.0639927953
154	0.06374169592
155	0.06338274376
156	0.06298414021
157	0.0625897996
158	0.06230805145
159	0.06176752293
160	0.06144976336
161	0.06109745539
162	0.0607777676
163	0.06045273286
164	0.06010740149
165	0.05986040946
166	0.05958600559
167	0.05923409798
168	0.05893032084
169	0.05853882621
170	0.05822623648
171	0.05796370374
172	0.05759085266
173	0.05723945457
174	0.05684992395
175	0.05662847752
176	0.05641894787
177	0.05619204246
178	0.05586748138
179	0.05549929739
180	0.05520391569
181	0.05496430698
182	0.05463472894
183	0.05443745483
184	0.05415657917
185	0.05399090754
186	0.05377622025
187	0.05365237868
188	0.05345420125
189	0.05321252885
190	0.05300174356
191	0.05275400015
192	0.05256813159
193	0.05236940788
194	0.05215824396
195	0.05179651281
196	0.0515663139
197	0.05145188453
198	0.05117485068
199	0.05103958022
200	0.05097088076
201	0.05066970458
202	0.05035385125
203	0.05014685776
204	0.04989085707
205	0.04968926648
206	0.04943183502
207	0.04927066011
208	0.04899560639
209	0.04880706356
210	0.04863838476
211	0.04845210846
212	0.04836701475
213	0.04814360445
214	0.04795210651
215	0.04779419
216	0.04746847551
217	0.04730891886
218	0.04713548546
219	0.04685368876
220	0.04658289444
221	0.04649171011
222	0.04639833016
223	0.04619742946
224	0.04593259062
225	0.0456983001
226	0.04557138338
227	0.04538978685
228	0.04521731007
229	0.04509673234
230	0.04497727686
231	0.04481966365
232	0.04460852549
233	0.04444578872
234	0.04432635839
235	0.04424890052
236	0.04413701086
237	0.04397262847
238	0.04376390774
239	0.04361395621
240	0.04345547777
241	0.04332875949
242	0.04317058899
243	0.04303643539
244	0.04273016325
245	0.04256014725
246	0.04243449833
247	0.04228187119
248	0.04215514101
249	0.04196428524
250	0.04184616759
251	0.04168910725
252	0.04161789796
253	0.04144696176
254	0.04125167948
255	0.04112293996
256	0.04100432284
257	0.04086718387
258	0.04068595673
259	0.0405773388
260	0.04041792878
261	0.040309712
262	0.04020089391
263	0.04007186944
264	0.03997065321
265	0.0398530618
266	0.03973402566
267	0.03955976273
268	0.03947112496
269	0.03935603936
270	0.03922232259
271	0.03906840178
272	0.0389290961
273	0.03879452276
274	0.03873919627
275	0.03856412335
276	0.03839554894
277	0.03825457829
278	0.03814378788
279	0.03803987511
280	0.03790179604
281	0.03782549203
282	0.03765550838
283	0.0375332328
284	0.03737848604
285	0.03726004318
286	0.03713306627
287	0.0370342327
288	0.03690517955
289	0.03677884072
290	0.03670439434
291	0.03658428003
292	0.03649589803
293	0.03641157387
294	0.03632330218
295	0.03619272729
296	0.03609760769
297	0.03601966727
298	0.0359585098
299	0.03582154278
300	0.03566269383
301	0.03560587688
302	0.03547817088
303	0.03537506908
304	0.03522809406
305	0.03515049032
306	0.03501738572
307	0.0348644237
308	0.03479295804
309	0.03467369409
310	0.03450396362
311	0.03443090168
312	0.0343713314
313	0.03427991989
314	0.0342057977
315	0.03410444339
316	0.03394927737
317	0.03382264405
318	0.03369419558
319	0.03354682743
320	0.0334799679
321	0.03334025646
322	0.03324972998
323	0.03315713793
324	0.03298852624
325	0.03290412275
326	0.03283909541
327	0.03276117626
328	0.03260200167
329	0.03250742392
330	0.03246927159
331	0.03231591284
332	0.03222014767
333	0.03215043758
334	0.03201210061
335	0.03193965521
336	0.03179323321
337	0.03166945314
338	0.03158919519
339	0.03150499627
340	0.03139307788
341	0.03132765457
342	0.0312361861
343	0.03114773765
344	0.03099974514
345	0.03085959576
346	0.03077408651
347	0.03066764774
348	0.03059035124
349	0.03048139641
350	0.03036526244
351	0.03031473693
352	0.03016424165
353	0.03005702643
354	0.02998953562
355	0.02993863468
356	0.0298640869
357	0.02975838675
358	0.02970843685
359	0.02965549162
360	0.02959291128
361	0.02950203167
362	0.02943856578
363	0.02932714718
364	0.0292278503
365	0.02918295386
366	0.02909285171
367	0.02902098458
368	0.02889614173
369	0.02882212817
370	0.02867054851
371	0.02857534331
372	0.02849064198
373	0.02839366985
374	0.028305935
375	0.02822073266
376	0.02815149163
377	0.02807934497
378	0.02793670841
379	0.02789091897
380	0.02781909805
381	0.02772949696
382	0.02766206459
383	0.02762047991
384	0.02756430627
385	0.02746822148
386	0.02739056882
387	0.02732296027
388	0.0272361588
389	0.02715536003
390	0.02708725624
391	0.02704532183
392	0.02694523669
393	0.02684564501
394	0.02677293709
395	0.02671665237
396	0.02665125327
397	0.02660515752
398	0.02653294428
399	0.02643873856
400	0.02634768454
401	0.02629278574
402	0.02623304248
403	0.02615673411
404	0.02609272815
405	0.02602899596
406	0.02598327635
407	0.02594408837
408	0.0259046063
409	0.0258467128
410	0.02574477347
411	0.02569012223
412	0.02558369457
413	0.02551628118
414	0.0254870341
415	0.02541701011
416	0.0253715183
417	0.02529454378
418	0.02525302063
419	0.02515928572
420	0.02504701163
421	0.02494751609
422	0.02486622809
423	0.0248026025
424	0.02473449874
425	0.02466502325
426	0.02461078536
427	0.02448106954
428	0.02438637693
429	0.02433154525
430	0.02428408292
431	0.02417640884
432	0.02408995252
433	0.02403218997
434	0.02397311483
435	0.023898406
436	0.02385583237
437	0.02379753043
438	0.02373077379
439	0.02368368668
440	0.02364571445
441	0.02361291358
442	0.02357615243
443	0.02349690116
444	0.02344242504
445	0.02338544843
446	0.02335244951
447	0.02329247327
448	0.02321005794
449	0.02315703393
450	0.0231270536
451	0.02307764855
452	0.02300713363
453	0.02295774487
454	0.02290540303
455	0.02285146853
456	0.02277223254
457	0.02273239032
458	0.02270980854
459	0.02265629508
460	0.02260601137
461	0.02251993271
462	0.02245802739
463	0.02240825748
464	0.02232806413
465	0.02230544764
466	0.02224147439
467	0.02214965351
468	0.0220679094
469	0.0220216779
470	0.02194456346
471	0.02188209823
472	0.02183338822
473	0.02175833201
474	0.02170919155
475	0.02166511781
476	0.02162148069
477	0.02159494908
478	0.02152970637
479	0.02146090744
480	0.02142422482
481	0.02139272592
482	0.02133090611
483	0.02128445258
484	0.02122986874
485	0.02118873643
486	0.02113701774
487	0.02107823452
488	0.02101963734
489	0.02093805878
490	0.02090450094
491	0.02087026093
492	0.02081588574
493	0.02075814762
494	0.02072092468
495	0.02068939757
496	0.020630346
497	0.02058957598
498	0.02056129072
499	0.02052021346
500	0.02047901962
501	0.02044755427
502	0.02038622718
503	0.02032503793
504	0.02027740648
505	0.02024698783
506	0.02019704877
507	0.02015902215
508	0.02011355917
509	0.0200816712
510	0.02002603773
511	0.01998004296
512	0.01994023743
513	0.01993274599
514	0.01989376158
515	0.01987061857
516	0.01983826492
517	0.0197913151
518	0.01975667327
519	0.01972832491
520	0.01967836822
521	0.01964163777
522	0.01961978175
523	0.01956662981
524	0.01952419263
525	0.01947647458
526	0.01941693149
527	0.01939600562
528	0.01936254671
529	0.01932156557
530	0.01929543023
531	0.0192553997
532	0.01923375142
533	0.01920100536
534	0.01917242586
535	0.01911727852
536	0.01908077187
537	0.0190556543
538	0.01902171327
539	0.01896037416
540	0.01888623775
541	0.01884155175
542	0.01881071058
543	0.01877570837
544	0.01876074758
545	0.01872106859
546	0.01868373757
547	0.01865285757
548	0.01860550055
549	0.01857034297
550	0.01853226496
551	0.01850438928
552	0.01845229035
553	0.01842957693
554	0.01839638386
555	0.0183419761
556	0.01833114593
557	0.01830337783
558	0.01825883448
559	0.01822762774
560	0.01819333449
561	0.01815262924
562	0.0181004822
563	0.01807204258
564	0.01804402799
565	0.0179918779
566	0.01796207484
567	0.01792782799
568	0.01788821854
569	0.01782539227
570	0.01778825323
571	0.01774528258
572	0.01771362066
573	0.01766357094
574	0.01764106462
575	0.01759410871
576	0.01757563286
577	0.01753855975
578	0.01750276406
579	0.01747730104
580	0.0174507994
581	0.0174019823
582	0.0173753892
583	0.01735681809
584	0.01733544353
585	0.01729179567
586	0.01726710489
587	0.0172258399
588	0.01720511243
589	0.01717446778
590	0.0171449629
591	0.01712070935
592	0.01709415136
593	0.01706921716
594	0.01702787852
595	0.01698773558
596	0.01695919527
597	0.01691041282
598	0.01686854752
599	0.01685071679
600	0.01682516107
601	0.01677993849
602	0.01675237072
603	0.01672650762
604	0.01669335827
605	0.01668703947
606	0.01665226165
607	0.01662001908
608	0.01657749038
609	0.01654670712
610	0.01652523091
611	0.0164961382
612	0.01644893268
613	0.01641919553
614	0.01639688145
615	0.01637219515
616	0.01633884223
617	0.0163163823
618	0.0162846322
619	0.01625624043
620	0.0162225459
621	0.01617927999
622	0.01614431326
623	0.01610959963
624	0.0160512962
625	0.0160155019
626	0.01597254698
627	0.01595104553
628	0.01591914987
629	0.01588921502
630	0.01585611895
631	0.01581768053
632	0.01580186283
633	0.01577342906
634	0.01573442714
635	0.01571125713
636	0.01568734472
637	0.01564101308
638	0.01561830559
639	0.01559041705
640	0.01555454517
641	0.01554253321
642	0.01552730181
643	0.01549202309
644	0.01546785707
645	0.01543728633
646	0.01542137971
647	0.01538900966
648	0.01535441283
649	0.01532634572
650	0.01528027118
651	0.01523849486
652	0.01520842373
653	0.0151785843
654	0.0151405228
655	0.01512338006
656	0.01508365019
657	0.01505917688
658	0.01503695861
659	0.01501648676
660	0.01498586338
661	0.01496253586
662	0.01493398083
663	0.01491957943
664	0.0148769748
665	0.01485352209
666	0.01483943029
667	0.01481149418
668	0.01477712217
669	0.01476304922
670	0.01474293735
671	0.01471281881
672	0.01469626538
673	0.01468471995
674	0.01466504752
675	0.01463895267
676	0.01461241624
677	0.01457773671
678	0.0145516832
679	0.0145218435
680	0.01450489078
681	0.01448849629
682	0.01446530821
683	0.01442667614
684	0.01439253492
685	0.01436886979
686	0.01435073356
687	0.01433313752
688	0.01431355212
689	0.01429196284
690	0.01426918165
691	0.01424671081
692	0.01423694565
693	0.01421483193
694	0.01420004436
695	0.01416876988
696	0.01415074469
697	0.0141300957
698	0.01411178373
699	0.01408576228
700	0.01406022406
701	0.01403343418
702	0.01401883115
703	0.01399996181
704	0.01398461993
705	0.01395606251
706	0.01392961205
707	0.01391267121
708	0.01388409059
709	0.01386435777
710	0.01383928482
711	0.01383217109
712	0.01380578474
713	0.01377968378
714	0.01375889114
715	0.01374152331
716	0.01372504897
717	0.01370211508
718	0.0136836542
719	0.01366417014
720	0.01365130803
721	0.01362045452
722	0.01358689086
723	0.0135668727
724	0.01354757693
725	0.01352849073
726	0.01351544456
727	0.01348850088
728	0.01344681916
729	0.01343923206
730	0.01342976102
731	0.01341042307
732	0.01338639493
733	0.01336016323
734	0.01333470455
735	0.01331007788
736	0.01327136727
737	0.01326317022
738	0.01324138611
739	0.01322042541
740	0.01319223883
741	0.01317704153
742	0.01315444729
743	0.01313447004
744	0.01310649746
745	0.01308799441
746	0.01307758546
747	0.01304699898
748	0.01302356151
749	0.01299782333
750	0.01297419349
751	0.01295104579
752	0.01293032264
753	0.01291885096
754	0.01290857953
755	0.01289651279
756	0.01288430418
757	0.01286479339
758	0.01284542078
759	0.01281401726
760	0.01278805405
761	0.01275913473
762	0.01273192386
763	0.01271384773
764	0.01270296754
765	0.01267678706
766	0.01265606469
767	0.01263978973
768	0.01262824945
769	0.01259624198
770	0.01257584104
771	0.01256006702
772	0.01254350804
773	0.01253031929
774	0.01250818316
775	0.01248013031
776	0.01246050973
777	0.01244328751
778	0.01240971573
779	0.01239571246
780	0.01237812609
781	0.01236162755
782	0.01233665487
783	0.01231981995
784	0.01230406652
785	0.01228817621
786	0.01227215317
787	0.0122600887
788	0.01223841499
789	0.01222364235
790	0.01220038902
791	0.01218294687
792	0.01216865189
793	0.01216103689
794	0.01214705935
795	0.01213496489
796	0.01211342325
797	0.01210598936
798	0.01209007119
799	0.01206913826
800	0.01204988363
801	0.01203891041
802	0.01201447165
803	0.01199379978
804	0.01197650888
805	0.0119663745
806	0.01195337406
807	0.01193764722
808	0.01191719153
809	0.01189913114
810	0.01188790195
811	0.0118712127
812	0.01184874806
813	0.01183123986
814	0.01181087615
815	0.01179573129
816	0.01177902643
817	0.01177130387
818	0.01175790303
819	0.0117413195
820	0.01172783657
821	0.01170661883
822	0.01168566086
823	0.01167401066
824	0.01166065291
825	0.01164562387
826	0.01163053405
827	0.01161195142
828	0.01160110269
829	0.01158406272
830	0.01156404617
831	0.01155546404
832	0.01154557618
833	0.01152941523
834	0.01151742507
835	0.01150354811
836	0.01149803118
837	0.011476586
838	0.0114505136
839	0.0114394182
840	0.01142207026
841	0.0114064537
842	0.01139728787
843	0.01138366165
844	0.01137594956
845	0.01136608707
846	0.01134991666
847	0.01133519622
848	0.01132109438
849	0.01131014034
850	0.01128285623
851	0.01126056865
852	0.01123914688
853	0.01122128207
854	0.01120487257
855	0.01119441235
856	0.01118871804
857	0.01116019911
858	0.01114292346
859	0.01113343509
860	0.01111162227
861	0.0110951432
862	0.01107622732
863	0.01106437221
864	0.01104614685
865	0.01103367283
866	0.0110075022
867	0.0109922439
868	0.01098179365
869	0.01096165537
870	0.0109480758
871	0.01093342331
872	0.01091764985
873	0.01088963161
874	0.01086489883
875	0.01084850977
876	0.0108360516
877	0.01081471987
878	0.01079089646
879	0.01078228299
880	0.01077131038
881	0.01075364968
882	0.01074054683
883	0.01072252747
884	0.01070792696
885	0.01068759241
886	0.01067718062
887	0.01066559608
888	0.01064038214
889	0.01062725407
890	0.01060626478
891	0.01058985188
892	0.01058378074
893	0.01057197571
894	0.01055759808
895	0.0105443091
896	0.01053143815
897	0.01052281888
898	0.01050300316
899	0.01048578954
900	0.01047312145
901	0.01046030049
902	0.01044909175
903	0.01043506508
904	0.01042498313
905	0.01041480381
906	0.01040466286
907	0.01039667216
908	0.01037455372
909	0.01036331437
910	0.01035273003
911	0.01033689396
912	0.01032030298
913	0.01030570836
914	0.01029437646
915	0.01028123042
916	0.01026400571
917	0.01025720928
918	0.01024682365
919	0.01023071857
920	0.0102166504
921	0.01019094376
922	0.01018184488
923	0.01017243247
924	0.01015536871
925	0.01014706152
926	0.01013791698
927	0.01013362447
928	0.01012003657
929	0.01010659411
930	0.01008919521
931	0.01007665698
932	0.01006631952
933	0.01005143335
934	0.0100465376
935	0.01003294745
936	0.01001883135
937	0.01000613185
938	0.009995386853
939	0.009984252711
940	0.009967209351
941	0.009960100134
942	0.009949235581
943	0.009935334503
944	0.009922080872
945	0.0099028902
946	0.009891982665
947	0.0098716485
948	0.009860816153
949	0.009849639686
950	0.009833682756
951	0.009815141719
952	0.009801779741
953	0.009782437188
954	0.009767036449
955	0.009753916475
956	0.009748323053
957	0.009736755706
958	0.009723988162
959	0.0097082819
960	0.00969613747
961	0.00967121131
962	0.009657618494
963	0.009650407603
964	0.009644612649
965	0.009633274886
966	0.009622181039
967	0.009607936722
968	0.009590852073
969	0.009575241117
970	0.009568985204
971	0.009551115308
972	0.009539835291
973	0.00952515889
974	0.009509213381
975	0.009493799075
976	0.009483218721
977	0.00946494643
978	0.009453943524
979	0.009450679946
980	0.009433393817
981	0.009422407441
982	0.009411963073
983	0.009400885967
984	0.009389386536
985	0.009384031043
986	0.009372250664
987	0.009364288507
988	0.009350883973
989	0.009337465733
990	0.009327069839
991	0.009311222725
992	0.009299129911
993	0.009293347264
994	0.009280071382
995	0.009264179559
996	0.009253138425
997	0.009243881528
998	0.009234273666
999	0.009222240517
